Radius (Å),RDF
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.0
1.25,0.0
1.35,0.0
1.4500000000000002,0.0
1.55,0.0
1.6500000000000001,0.0
1.75,0.0
1.85,0.0
1.9500000000000002,0.0
2.05,0.0
2.1500000000000004,0.0
2.25,0.0
2.3500000000000005,0.0
2.45,0.0
2.55,0.0
2.6500000000000004,0.0
2.75,0.0
2.8500000000000005,0.0
2.95,0.12622836742030166
3.05,1.143389664247574
3.1500000000000004,3.239133946581434
3.25,4.66608128266475
3.3500000000000005,4.35223618572525
3.45,3.0558557495232574
3.55,2.336165545700752
3.6500000000000004,1.9317691799253927
3.75,1.7069325981569334
3.8500000000000005,1.7458064122756927
3.95,1.9207564578697747
4.050000000000001,1.9944774104037362
4.15,2.153307431019013
4.25,2.2874436173659243
4.35,2.2062687924387396
4.45,2.2572975248230334
4.550000000000001,2.3261070141989713
4.65,2.277847265566843
4.75,2.435583495212377
4.8500000000000005,2.214415440619122
4.95,2.2325382431218546
5.050000000000001,2.243801630222531
5.15,2.0279809479658417
5.25,1.9857661483019275
5.3500000000000005,1.926903542011323
5.45,1.8076789106711888
5.550000000000001,1.6393482982384906
5.65,1.6698458801091134
5.75,1.579920671919112
5.8500000000000005,1.4827436254111115
5.95,1.4414824934143489
6.050000000000001,1.3815725791550006
6.15,1.3458539876869258
6.25,1.346984823775402
6.3500000000000005,1.4109234796091297
6.45,1.3879276659038904
6.550000000000001,1.3909097136384008
6.65,1.3967273789294146
6.75,1.389287514401936
6.8500000000000005,1.4287375004389418
6.95,1.4331726887338483
7.050000000000001,1.4277014843459526
7.15,1.5149024397378683
7.25,1.4581051552988222
7.3500000000000005,1.380659457199053
7.45,1.4307158968585714
7.550000000000001,1.3826004972416372
7.65,1.3194713063458647
7.75,1.2673083694139395
7.8500000000000005,1.2681799351118934
7.95,1.2388059439247354
8.05,1.1800338403415787
8.15,1.1726241623398537
8.25,1.114648600524705
8.350000000000001,1.0976939664496033
8.45,1.0395825266685632
8.55,1.0648856061915504
8.65,1.0060159083740199
8.75,0.970178636161624
8.850000000000001,0.9866783126293338
8.95,0.9403419032932536
9.05,0.8936418000320719
9.15,0.8686846310639657
9.25,0.8408336673552625
9.350000000000001,0.7649366834269182
9.45,0.7548096916863016
9.55,0.7213137724714921
9.650000000000002,0.7374368917237527
9.75,0.6635366028679477
9.850000000000001,0.6740005805216417
9.95,0.651589192504897
10.05,0.5827231050206885
10.150000000000002,0.5814199783921626
10.25,0.5419588267519944
10.350000000000001,0.5521045367760835
10.45,0.5308606699004743
10.55,0.4883033005003025
10.650000000000002,0.4953517085008237
10.75,0.4863929744758911
10.850000000000001,0.46426207040873274
10.95,0.4424637194789381
11.05,0.4468216899325634
11.150000000000002,0.4317337703479191
11.25,0.41512777640383924
11.350000000000001,0.39761623446949246
11.45,0.40958959508788767
11.55,0.37932594268591247
11.650000000000002,0.37760588725092553
11.75,0.3642216996444703
11.850000000000001,0.34315805457430326
11.95,0.3353291034252529
12.05,0.3370857387989606
12.150000000000002,0.32249469877262704
12.25,0.3177367373865574
12.350000000000001,0.3082144136214937
12.45,0.30464407055407305
12.55,0.3010362543916815
12.650000000000002,0.2979710296308952
12.75,0.29401446689903715
12.850000000000001,0.2859983507902517
12.95,0.27813083393218513
13.05,0.264408000249872
13.150000000000002,0.27082716134326307
13.25,0.2653032972258907
13.350000000000001,0.2797442223790043
13.45,0.26107076519508493
13.55,0.2589736715065093
13.650000000000002,0.2309943608196422
13.75,0.2275172274332639
13.850000000000001,0.23911558670656602
13.95,0.23524864535587064
14.05,0.22917925064198202
14.150000000000002,0.2187018055524272
14.25,0.2091217791264953
14.350000000000001,0.21477727234533167
14.45,0.20535618283759
14.55,0.1940089407292075
14.650000000000002,0.20372216761954645
14.75,0.1919262745415368
14.850000000000001,0.1982648786551866
14.95,0.19128606854126926
