Radius (Å),RDF
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.0
1.25,0.0
1.35,0.0
1.4500000000000002,0.0
1.55,0.0
1.6500000000000001,0.0
1.75,0.0
1.85,0.0
1.9500000000000002,0.0
2.05,0.0
2.1500000000000004,0.0
2.25,0.0
2.3500000000000005,0.0
2.45,0.0
2.55,0.0
2.6500000000000004,0.0
2.75,0.0
2.8500000000000005,0.0
2.95,0.0890431737615316
3.05,1.0539143200778809
3.1500000000000004,3.429588403675931
3.25,4.742019836497679
3.3500000000000005,4.483442029736926
3.45,3.220759180694042
3.55,2.1870923406264042
3.6500000000000004,1.5409301740978905
3.75,1.2323652765130668
3.8500000000000005,1.084581886024706
3.95,1.0598931566905108
4.050000000000001,1.066166768212205
4.15,1.118887954913908
4.25,1.2040202975940024
4.35,1.2887537036898735
4.45,1.4132805590734554
4.550000000000001,1.4279156110786535
4.65,1.4643960173977992
4.75,1.4522753252712177
4.8500000000000005,1.4938787831139082
4.95,1.4120270138587363
5.050000000000001,1.3955155975817584
5.15,1.3525453397687148
5.25,1.2634278203097613
5.3500000000000005,1.2582131857949945
5.45,1.1761763460159471
5.550000000000001,1.1236831348222427
5.65,1.092672037805385
5.75,1.0729972822569744
5.8500000000000005,1.079328146267814
5.95,1.0091552440606988
6.050000000000001,1.0023529223576404
6.15,0.9719807711515505
6.25,0.9692626883798368
6.3500000000000005,0.9584988092070161
6.45,0.9816346293390082
6.550000000000001,1.0140352464070648
6.65,1.0265288663063636
6.75,1.0620253792425356
6.8500000000000005,1.0417241528062278
6.95,1.1003437543529349
7.050000000000001,1.0878243690996587
7.15,1.0794127987379039
7.25,1.0733767984510343
7.3500000000000005,1.0535285117949744
7.45,1.057278354144038
7.550000000000001,1.0156578970331884
7.65,0.9976422719761107
7.75,0.9770450557836746
7.8500000000000005,0.9580971961693266
7.95,0.9137809325756499
8.05,0.884830614236127
8.15,0.8688327098036024
8.25,0.8594487879034001
8.350000000000001,0.8476616644997876
8.45,0.8234014798433965
8.55,0.8185967995817169
8.65,0.7927560960627447
8.75,0.7854012688059933
8.850000000000001,0.7837344335984052
8.95,0.782115749620159
9.05,0.778017461098003
9.15,0.7595439196099699
9.25,0.743146711145792
9.350000000000001,0.7653205129457691
9.45,0.7562442544253641
9.55,0.7539127458385569
9.650000000000002,0.737349631035311
9.75,0.739679876284691
9.850000000000001,0.7240456489135346
9.95,0.7318549507829009
10.05,0.7315496763610615
10.150000000000002,0.7107088956611208
10.25,0.7017173370936007
10.350000000000001,0.6949703124475767
10.45,0.7079519128878858
10.55,0.6949640370809724
10.650000000000002,0.6969271625173562
10.75,0.6930288349636171
10.850000000000001,0.658589310329015
10.95,0.639698843697806
11.05,0.6376520024601904
11.150000000000002,0.6201362834816168
11.25,0.5935185912061514
11.350000000000001,0.566311340422957
11.45,0.5405623270500604
11.55,0.5224168170976626
11.650000000000002,0.500587855085568
11.75,0.48730925370198314
11.850000000000001,0.45801999441878904
11.95,0.44019399372977175
12.05,0.42302405536334425
12.150000000000002,0.41900467388788315
12.25,0.39723771325283996
12.350000000000001,0.39623346684873156
12.45,0.3790998626374359
12.55,0.36639160280205313
12.650000000000002,0.3533531965683417
12.75,0.3471487712176002
12.850000000000001,0.33525058464862645
12.95,0.33233818574977764
13.05,0.31605186576661665
13.150000000000002,0.30071555722300375
13.25,0.3030538419179023
13.350000000000001,0.294464489721808
13.45,0.2821337858299391
13.55,0.2725695155117194
13.650000000000002,0.2680916146111313
13.75,0.26165495559181196
13.850000000000001,0.26692860490044984
13.95,0.25729324041562823
14.05,0.24840532595994672
14.150000000000002,0.24144424165786593
14.25,0.23164161406763686
14.350000000000001,0.23519801711309926
14.45,0.22362015076229205
14.55,0.2259220966843527
14.650000000000002,0.20965474193829325
14.75,0.21269022361038872
14.850000000000001,0.20954482707237673
14.95,0.20696627520108404
