Radius (Å),RDF
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.0
1.25,0.0
1.35,0.0
1.4500000000000002,0.0
1.55,0.0
1.6500000000000001,0.0
1.75,0.0
1.85,0.0
1.9500000000000002,0.0
2.05,0.0
2.1500000000000004,0.0
2.25,0.0
2.3500000000000005,0.0
2.45,0.0
2.55,0.0
2.6500000000000004,0.0
2.75,0.0
2.8500000000000005,0.0
2.95,0.06877043775926057
3.05,0.9662608097262477
3.1500000000000004,3.0042008368755124
3.25,4.779856103927351
3.3500000000000005,4.324572319424852
3.45,3.1461706201621413
3.55,2.0678538230540635
3.6500000000000004,1.7652469531202906
3.75,1.608265087366728
3.8500000000000005,1.5056593847007846
3.95,1.670158904261141
4.050000000000001,1.6153313587401765
4.15,1.8092791702637958
4.25,1.940540061513887
4.35,1.8601879743503982
4.45,1.9741029072901883
4.550000000000001,2.185242129625669
4.65,2.438419070667386
4.75,2.323830549120923
4.8500000000000005,2.3374040624239067
4.95,2.2868595270048195
5.050000000000001,2.484701568318655
5.15,2.332889515059209
5.25,2.3369424390808673
5.3500000000000005,2.1565624886056423
5.45,2.228630412497773
5.550000000000001,1.896762786927569
5.65,1.914477210345675
5.75,1.6809988647653884
5.8500000000000005,1.6985871222808444
5.95,1.8195220444905886
6.050000000000001,1.8170843409411441
6.15,1.6315460059779439
6.25,1.675625161515927
6.3500000000000005,1.842588244581851
6.45,1.72464737307638
6.550000000000001,1.7847230212443097
6.65,1.7546471318693353
6.75,1.8412371265871683
6.8500000000000005,1.912226711552241
6.95,1.7953921301779252
7.050000000000001,1.7785584589892205
7.15,1.8251160646616493
7.25,1.7580951250014196
7.3500000000000005,1.7020357655023775
7.45,1.5248296510451436
7.550000000000001,1.4821156054255253
7.65,1.482165348111375
7.75,1.3145468290452498
7.8500000000000005,1.385480786697494
7.95,1.1661631101175518
8.05,1.1514537771815938
8.15,1.1523113085659071
8.25,1.036892673079414
8.350000000000001,0.9151019043819125
8.45,0.9335020469255216
8.55,0.8442797928973625
8.65,0.8108023081392284
8.75,0.8275073092163765
8.850000000000001,0.7416965086685302
8.95,0.7796603809718413
9.05,0.7226662166898673
9.15,0.7210472601100636
9.25,0.6530798730509112
9.350000000000001,0.6923642351552868
9.45,0.6275344792107317
9.55,0.7029328332400305
9.650000000000002,0.5823431382024461
9.75,0.5610645999707
9.850000000000001,0.5774344158614829
9.95,0.5822835310242106
10.05,0.5235050953868576
10.150000000000002,0.5191531732992323
10.25,0.4548313486004577
10.350000000000001,0.4963556192599009
10.45,0.4911654791634889
10.55,0.460273519727203
10.650000000000002,0.4621886166320871
10.75,0.42253877421209673
10.850000000000001,0.4313984464094697
10.95,0.41593278448152315
11.05,0.42579027956533977
11.150000000000002,0.3542026220814451
11.25,0.37400009629278763
11.350000000000001,0.42914975351745316
11.45,0.34957679740034997
11.55,0.37288780004966715
11.650000000000002,0.33210512884061133
11.75,0.3580780354072359
11.850000000000001,0.31581115258486414
11.95,0.33984462199859966
12.05,0.33835573602218155
12.150000000000002,0.3014120360599239
12.25,0.30445871673475017
12.350000000000001,0.30047449288265893
12.45,0.2532192535991423
12.55,0.28431639517358076
12.650000000000002,0.30423434421209106
12.75,0.2782183603382229
12.850000000000001,0.280369368050113
12.95,0.25998307145962557
13.05,0.25341825764653164
13.150000000000002,0.25027685725647575
13.25,0.25251713008782545
13.350000000000001,0.24715237707285567
13.45,0.24272212424706346
13.55,0.24476363174711205
13.650000000000002,0.26136120469166313
13.75,0.2480691882825507
13.850000000000001,0.2194809424844972
13.95,0.2301790613001986
14.05,0.22536775956690602
14.150000000000002,0.21098546855275127
14.25,0.2161746356542573
14.350000000000001,0.2211520623396829
14.45,0.20379933546280948
14.55,0.20095332755411288
14.650000000000002,0.21082906137247412
14.75,0.19688411838642292
14.850000000000001,0.19631897606672707
14.95,0.17689709976248097
