Radius (Å),RDF
0.05,0.0
0.15000000000000002,0.0
0.25,0.0
0.35000000000000003,0.0
0.45,0.0
0.55,0.0
0.6500000000000001,0.0
0.75,0.0
0.8500000000000001,0.0
0.95,0.0
1.05,0.0
1.1500000000000001,0.0
1.25,0.0
1.35,0.0
1.4500000000000002,0.0
1.55,0.0
1.6500000000000001,0.0
1.75,0.0
1.85,0.0
1.9500000000000002,0.0
2.05,0.0
2.1500000000000004,0.0
2.25,0.0
2.3500000000000005,0.0
2.45,0.0
2.55,0.0
2.6500000000000004,0.0
2.75,0.0
2.8500000000000005,0.0005125730502171307
2.95,0.06823471322861506
3.05,0.9682387935323511
3.1500000000000004,3.2673728260900115
3.25,4.743020681692043
3.3500000000000005,4.2733978333583424
3.45,3.1292418460540508
3.55,2.068596255141238
3.6500000000000004,1.4085471014476763
3.75,1.1187702951254643
3.8500000000000005,1.0115217008779367
3.95,0.9064138413134731
4.050000000000001,0.9366883986694867
4.15,1.0635597489353212
4.25,1.1409955799441938
4.35,1.1707334737099677
4.45,1.2512204714689854
4.550000000000001,1.2633693883227572
4.65,1.3056118714473242
4.75,1.3518391148340625
4.8500000000000005,1.3365108419801057
4.95,1.304468100704087
5.050000000000001,1.2536891976596687
5.15,1.2196448223885032
5.25,1.1394598612639513
5.3500000000000005,1.1422380440338937
5.45,1.0931231424239085
5.550000000000001,1.0221506438447858
5.65,1.0454192032315346
5.75,1.0427851560923482
5.8500000000000005,0.9869398138094128
5.95,0.9876339646512174
6.050000000000001,0.9506829073410832
6.15,0.9222565067494572
6.25,0.9318335800547551
6.3500000000000005,0.8823154600274746
6.45,0.8965354103177945
6.550000000000001,0.9377232333023503
6.65,0.9373220493848168
6.75,0.9636218666829613
6.8500000000000005,0.9843060890725778
6.95,0.9825724245197506
7.050000000000001,0.9877409291697176
7.15,0.9930611153263904
7.25,0.9830548638154757
7.3500000000000005,0.9701364787000535
7.45,0.9539089443199811
7.550000000000001,0.9392268790620054
7.65,0.9169128501088052
7.75,0.9185175148255272
7.8500000000000005,0.8750925347064122
7.95,0.8647774604875873
8.05,0.8453484919252872
8.15,0.8175638734994287
8.25,0.8169877218077393
8.350000000000001,0.8065191285189016
8.45,0.8011945867283232
8.55,0.7868627540613405
8.65,0.7886720091060996
8.75,0.7766473141199751
8.850000000000001,0.7609855330184341
8.95,0.7566745552890961
9.05,0.746932376222201
9.15,0.7468038607933841
9.25,0.7324987359596092
9.350000000000001,0.7254194215899868
9.45,0.7085937173661397
9.55,0.7010464253409299
9.650000000000002,0.6669892604715918
9.75,0.6842824925620051
9.850000000000001,0.6684886307116541
9.95,0.6715298673611856
10.05,0.6724430983905251
10.150000000000002,0.6574368614430695
10.25,0.6516166056380772
10.350000000000001,0.6491200514434082
10.45,0.6417958296377203
10.55,0.6356810664204052
10.650000000000002,0.6352426754762576
10.75,0.6313295130506458
10.850000000000001,0.6497911169522732
10.95,0.6413562650423175
11.05,0.630465256567301
11.150000000000002,0.6155564912973451
11.25,0.6333019569153434
11.350000000000001,0.6100617209881601
11.45,0.6088756369193293
11.55,0.5834907980849847
11.650000000000002,0.5736157757074428
11.75,0.5438991180857735
11.850000000000001,0.5250251291002999
11.95,0.5120356566675767
12.05,0.49837803889144616
12.150000000000002,0.46832191011124724
12.25,0.4454449726132002
12.350000000000001,0.43953087379369854
12.45,0.4223416215632182
12.55,0.4024649787277645
12.650000000000002,0.3972986832503633
12.75,0.3802165759411322
12.850000000000001,0.3701735536939575
12.95,0.3622375441076817
13.05,0.3459176863661378
13.150000000000002,0.3395148026189445
13.25,0.33191749330068476
13.350000000000001,0.31451840936243186
13.45,0.3049242595097286
13.55,0.29929196623481014
13.650000000000002,0.29190914384150285
13.75,0.283493963237476
13.850000000000001,0.27484995183513566
13.95,0.26805685842396476
14.05,0.2634511164121192
14.150000000000002,0.2609681038460779
14.25,0.24663387982320115
14.350000000000001,0.24494270964174367
14.45,0.23862228128642962
14.55,0.23439632303027244
14.650000000000002,0.2275742203003792
14.75,0.23337774935236583
14.850000000000001,0.2127529163762207
14.95,0.21708375473690852
